,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore
0,1546300800000,3701.23,3713.0,3689.88,3700.31,686.36742,1546304399999,2539069.2291849297,5534,370.85531399999996,1371962.4043747298,0
1,1546304400000,3700.2,3702.73,3684.22,3689.69,613.5391149999999,1546307999999,2266699.82001748,5086,320.644448,1184518.68168707,0
2,1546308000000,3689.67,3695.95,3675.04,3690.0,895.3021810000001,1546311599999,3302044.30002383,6391,471.857118,1740469.33850571,0
3,1546311600000,3690.0,3699.77,3685.78,3693.13,796.714818,1546315199999,2942421.7194433296,5709,459.948381,1698856.9660951803,0
4,1546315200000,3692.32,3720.0,3685.94,3692.71,1317.4529089999999,1546318799999,4872936.74721534,7908,770.995533,2852106.1251368695,0
5,1546318800000,3693.98,3704.44,3692.73,3699.94,572.402228,1546322399999,2117704.50427743,3886,326.520975,1208150.4669259898,0
6,1546322400000,3699.95,3713.93,3697.0,3703.56,660.2797710000001,1546325999999,2446400.84113162,4839,384.509915,1424666.66528094,0
7,1546326000000,3703.63,3726.64,3703.34,3713.83,823.6254910000001,1546329599999,3057514.26530647,5335,424.73922,1577036.5308319598,0
8,1546329600000,3714.19,3731.19,3707.0,3716.7,887.101362,1546333199999,3300499.52741762,6190,468.473211,1742964.4884814299,0
9,1546333200000,3716.98,3732.0,3696.14,3699.95,955.879034,1546336799999,3545473.5226562596,5670,510.885391,1895818.2952015,0
10,1546336800000,3699.96,3717.11,3698.0,3713.07,534.113945,1546340399999,1981238.27916797,4008,290.434437,1077294.1482429102,0
11,1546340400000,3713.07,3722.22,3706.88,3707.54,600.6646420000001,1546343999999,2231596.6874380703,4838,305.098579,1133571.7221935801,0
12,1546344000000,3707.56,3725.0,3698.25,3717.0,654.27771,1546347599999,2428995.4610855,4802,352.18218699999994,1307746.3740325,0
13,1546347600000,3717.0,3756.94,3708.41,3715.93,941.7856949999999,1546351199999,3506657.91049441,5975,568.85731,2119100.47755112,0
14,1546351200000,3715.23,3717.0,3684.21,3698.53,1127.3666320000002,1546354799999,4174145.84090643,6899,546.537425,2024161.8425137,0
15,1546354800000,3698.28,3698.87,3666.01,3682.61,996.688532,1546358399999,3670749.8206027504,6788,500.26513499999993,1842402.0877096297,0
16,1546358400000,3683.0,3696.23,3677.48,3693.54,629.1802799999999,1546361999999,2320803.1590822004,4600,327.56283399999995,1208303.2092801,0
17,1546362000000,3693.5,3701.68,3675.01,3686.32,380.215487,1546365599999,1403206.2152800197,4207,199.429914,736085.6187105699,0
18,1546365600000,3686.34,3686.35,3642.0,3659.41,1083.207096,1546369199999,3966667.5051873,7211,524.2777849999999,1920151.8670772999,0
19,1546369200000,3659.56,3699.99,3659.56,3696.73,1155.5131119999999,1546372799999,4247300.53490663,6923,738.862592,2715296.97606765,0
20,1546372800000,3696.71,3726.93,3675.67,3719.0,2021.1709479999997,1546376399999,7499086.50823139,11604,1132.452741,4202782.04233233,0
21,1546376400000,3719.0,3730.01,3700.0,3708.21,1105.5017349999998,1546379999999,4107122.15187526,7130,589.372813,2190145.11147162,0
22,1546380000000,3707.98,3717.07,3692.42,3711.2,624.6201359999999,1546383599999,2316083.7470607897,5721,320.42610700000006,1188213.35746098,0
23,1546383600000,3712.85,3810.16,3706.43,3797.14,3678.716754,1546387199999,13904830.79431158,16973,2013.966534,7611631.069692629,0
24,1546387200000,3796.45,3810.0,3763.75,3778.02,2094.0251590000003,1546390799999,7927726.29243582,10665,1108.378408,4197072.307575829,0
25,1546390800000,3778.62,3792.0,3765.75,3770.0,912.8111130000001,1546394399999,3450021.65237429,6210,402.3187239999999,1520610.20983331,0
26,1546394400000,3769.98,3785.1,3768.0,3783.28,719.3027569999999,1546397999999,2716784.1894500097,5401,277.57313600000003,1048522.2392500401,0
