,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore,id
50,1550620800000,143.45,149.52,139.6,148.44,614303.61007,1550707199999,89136482.3716519,191505,315381.09329,45774901.2173834,0,
51,1550707200000,148.42,149.61,142.7,145.69,447364.40872999997,1550793599999,65199779.5124385,148898,224983.85218,32795328.643927395,0,
52,1550793600000,145.68,148.85,143.85,147.36,366251.18542,1550879999999,53771600.8025665,129247,190056.54144,27900776.6966898,0,
53,1550880000000,147.4,159.6,145.78,157.79,588183.72896,1550966399999,89997516.9234365,172084,319153.58988,48851602.9893318,0,
54,1550966400000,157.75,166.0,131.7,132.1,1260506.80672,1551052799999,186688063.414179,351943,631974.7442900001,93581136.3946737,0,
55,1551052800000,132.1,141.55,131.89,137.87,801147.09543,1551139199999,110348892.9700245,243536,411499.33688,56650244.30991571,0,
56,1551139200000,137.88,138.41,133.72,136.22,432944.17033,1551225599999,58979934.7160016,145787,228006.72087000002,31058407.0798623,0,
57,1551225600000,136.22,140.29,126.84,135.02,567202.61035,1551311999999,76519497.9080148,158709,272367.46964,36764305.1281301,0,
58,1551312000000,135.03,139.0,132.1,135.34,579327.3174899999,1551398399999,78861797.5593921,183737,299413.85729,40768867.785203606,0,
59,1551398400000,135.32,137.95,134.9,135.32,302632.02830999997,1551484799999,41198722.5798789,103403,172468.84876,23485005.195570603,0,
60,1551484800000,135.32,136.12,130.03,132.56,297005.28092999995,1551571199999,39467507.6857296,113241,155921.86934,20724567.8764905,0,
61,1551571200000,132.54,134.6,128.01,130.6,222453.2859,1551657599999,29447917.2382588,86648,114067.58966,15112492.066735499,0,
62,1551657600000,130.6,131.11,122.6,125.65,403947.79445000004,1551743999999,51060349.7665833,140132,203832.41182,25770060.6539754,0,
63,1551744000000,125.68,137.84,125.19,136.72,512631.23178000003,1551830399999,67740644.33114171,155818,272171.77962,35984586.2047615,0,
64,1551830400000,136.71,140.29,133.33,137.4,428826.87415,1551916799999,58701328.649431005,136000,218466.67904999998,29915836.733939297,0,
65,1551916800000,137.37,140.2,135.2,136.81,307336.49309999996,1552003199999,42271691.2428617,114687,152452.19592,20973151.2063981,0,
66,1552003200000,136.82,139.34,130.62,133.52,330283.58233,1552089599999,44879637.3870354,113160,164375.46412999998,22347697.9500561,0,
67,1552089600000,133.51,138.65,132.93,137.27,279861.12049,1552175999999,38220614.005661994,111544,146108.77784,19963551.4416685,0,
68,1552176000000,137.27,137.5,134.0,135.37,203965.16815,1552262399999,27650702.3793393,90905,104700.49828,14196008.2586889,0,
69,1552262400000,135.37,136.15,131.0,132.67,264587.00683,1552348799999,35285847.7482702,101371,137778.22305000003,18378134.4509461,0,
70,1552348800000,132.67,135.3,130.77,132.32,245849.20156999998,1552456799999,32750736.5301407,96351,123598.70624999999,16467285.619792499,0,
71,1552456800000,132.32,133.25,130.58,131.87,200684.2694,1552543199999,26467813.801831298,84334,101565.63264,13395992.3680339,0,
72,1552543200000,131.93,135.11,128.52,133.53,274018.56857,1552629599999,36229383.121095896,102291,138569.13352,18331980.9169005,0,
73,1552629600000,133.5,144.47,133.16,142.02,464009.434,1552715999999,64056542.7454499,141681,241495.88728999998,33293517.306283504,0,
74,1552716000000,141.98,142.73,136.7,138.24,353142.36137,1552802399999,49491654.3051175,120948,181201.55062,25399109.6386047,0,
75,1552802400000,138.23,142.01,136.77,136.83,266068.58379,1552888799999,37080249.176991895,91807,131321.71293,18306009.1174935,0,
76,1552888800000,136.83,139.38,136.1,137.5,216613.29098,1552975199999,29825115.377561197,78402,107203.10192999999,14761011.7965103,0,
77,1552975200000,137.5,139.05,137.03,137.89,213534.54125,1553061599999,29464880.251862194,81647,106817.29512000001,14741214.627702598,0,
78,1553061600000,137.9,139.66,136.01,138.57,227604.15502,1553147999999,31462472.839431,87431,116080.12826,16051442.063914102,0,
79,1553148000000,138.55,139.5,131.21,135.26,295128.39261,1553234399999,40086542.84808971,108442,144505.62716,19628590.8364748,0,
80,1553234400000,135.27,137.2,135.07,136.77,190727.13728000002,1553320799999,25991445.141264603,79927,87812.44786,11967012.9676769,0,
81,1553320800000,136.84,138.21,135.69,136.18,179906.85407,1553407199999,24629834.9519175,74760,95881.11017000001,13124613.550211702,0,
82,1553407200000,136.17,137.15,134.75,136.05,204200.41319,1553493599999,27804509.798523597,85783,104108.37132,14180016.041714601,0,
83,1553493600000,136.06,136.4,131.6,134.03,217188.86541,1553579999999,29154798.865072902,95633,106802.22612,14342420.448107298,0,
84,1553580000000,134.08,138.11,132.27,137.86,244549.18496000004,1553666399999,32951276.0775977,103041,130781.2363,17623021.3179769,0,
85,1553666400000,137.81,140.14,136.83,138.23,282986.44408000004,1553752799999,39096719.0007263,108197,143911.43235999998,19880686.7852879,0,
86,1553752800000,138.28,138.82,137.3,137.86,148235.41968,1553839199999,20466597.0649975,69493,76646.38001,10584671.3549998,0,
87,1553839200000,137.89,145.89,137.71,143.07,310370.13817000005,1553925599999,44086785.0577583,114289,166272.62935,23612084.4903588,0,
88,1553925600000,143.12,143.14,140.06,141.04,172272.84988,1554011999999,24408312.6519633,75705,88569.04692,12550763.756715,0,
89,1554012000000,141.02,143.08,139.57,142.6,182082.79078,1554098399999,25782192.7368278,76270,89740.98810999999,12705154.7420632,0,
90,1554098400000,142.56,149.51,139.74,146.44,406581.59773000004,1554184799999,58601423.7654734,134978,205170.42071,29585933.587761596,0,
91,1554184800000,146.57,175.25,146.32,165.12,1096217.6528800002,1554271199999,175535857.55443138,354231,581729.47672,93056713.1317534,0,
92,1554271200000,165.14,177.81,149.23,161.82,1137770.63913,1554357599999,189052984.1820153,364537,579385.38306,96338838.09507659,0,
93,1554357600000,161.89,165.71,152.8,164.1,619191.07253,1554443999999,98289022.6387108,218381,330979.02133,52493055.1764222,0,
94,1554444000000,164.1,167.83,161.25,164.08,392204.16875000007,1554530399999,64334664.504765004,143371,200758.47252,32931889.048100702,0,
95,1554530400000,164.08,172.77,159.2,166.81,562386.19517,1554616799999,93476057.0946959,173253,267388.99604999996,44430037.977279596,0,
96,1554616800000,166.79,185.87,164.63,182.5,713813.86867,1554703199999,125242955.9640186,222173,363435.95563,63753822.05912,0,
97,1554703200000,182.5,182.6,170.9,173.95,705887.5187,1554789599999,124893708.27854401,232537,341847.15031000006,60507589.8147008,0,
98,1554789600000,174.0,180.48,172.45,180.12,383511.95745,1554875999999,67562438.5078727,139064,195741.62552,34478231.3318502,0,
99,1554876000000,180.12,183.77,165.18,170.31,614993.49839,1554962399999,108220963.4767902,202859,303352.46021,53388830.2872997,0,
100,1554962400000,170.32,170.84,158.11,163.06,565974.97267,1555048799999,92739109.0995512,196734,276507.42516,45325864.0208378,0,
101,1555048800000,163.12,166.5,159.86,164.8,254090.05674999996,1555135199999,41623541.02946821,104779,120318.68925,19711319.6684385,0,
102,1555135200000,164.8,165.02,160.74,162.13,172480.07007000002,1555221599999,28059793.9031456,72590,80277.42737,13063526.1933399,0,
103,1555221600000,162.14,168.81,161.39,167.19,196182.95226000002,1555307999999,32381547.5994766,75809,100986.03907999999,16658136.9679925,0,
104,1555308000000,167.19,168.5,155.7,162.03,345891.50474,1555394399999,56009961.19760141,112698,169676.461,27460100.0715105,0,
105,1555394400000,162.03,167.28,160.0,165.33,256290.14173000003,1555480799999,42062934.90358029,85843,122234.38997999999,20065482.755353197,0,
106,1555480800000,165.34,173.0,163.78,171.12,326463.02593999996,1555567199999,54819467.508002095,108969,159630.71146000002,26820566.3622199,0,
107,1555567200000,171.12,175.2,168.59,171.16,344541.66427,1555653599999,59182802.085537404,99162,155356.17145999998,26682078.1709042,0,
108,1555653600000,171.15,174.5,170.11,173.86,275684.76372,1555739999999,47518498.218253,97949,148845.31294,25660315.949119903,0,
109,1555740000000,173.84,176.97,169.87,171.46,235280.24949000002,1555826399999,40720449.9582794,91635,112559.77526000001,19486137.615153,0,
110,1555826400000,171.46,172.07,164.82,168.26,296112.89107,1555912799999,49740928.7298788,110757,149454.42288,25103372.2231681,0,
111,1555912800000,168.26,174.01,167.58,173.35,327707.76258,1555999199999,56005880.0021678,109614,166873.77747,28517854.2590046,0,
112,1555999200000,173.4,175.83,165.7,169.07,347816.57269,1556085599999,59690334.2815603,125464,171014.30179,29332145.387016,0,
113,1556085600000,169.08,169.68,159.26,163.48,383666.17076999997,1556171999999,62645594.0925003,143566,189115.60229,30891869.5403026,0,
114,1556172000000,163.45,164.72,150.35,156.88,604632.0567900001,1556258399999,95518077.6507568,184094,302983.63916,47874509.3071533,0,
115,1556258400000,156.93,166.24,153.6,158.83,341805.39977,1556344799999,53576240.0058848,120850,183100.16126999998,28716626.773016796,0,
116,1556344800000,158.85,162.17,156.35,159.05,176010.1948,1556431199999,27990505.055394597,81837,83694.99609999999,13312030.2660756,0,
117,1556431200000,159.02,160.24,156.92,158.43,141948.48158999998,1556517599999,22530786.197170198,71341,70061.1566,11121255.1104329,0,
118,1556517600000,158.46,158.62,152.0,156.36,273053.37459,1556603999999,42477781.8516179,103733,126999.09750999999,19761241.707108103,0,
119,1556604000000,156.36,163.88,156.28,160.7,312337.99792,1556690399999,49817003.3093251,114268,155621.54562,24827902.0649892,0,
120,1556690400000,160.69,161.92,158.36,160.61,157760.56988,1556776799999,25279070.149744,77902,78873.99081,12639289.7872254,0,
121,1556776800000,160.58,164.2,158.5,162.84,332597.36681,1556863199999,53799619.465932295,106780,167011.16748,27019081.1895518,0,
122,1556863200000,162.81,171.3,160.79,164.8,460711.33105,1556949599999,76990334.5007658,147982,229764.9635,38426749.9866696,0,
123,1556949600000,164.8,166.32,159.76,165.11,241763.29445,1557035999999,39468824.1274798,97707,121260.44243,19783910.8759612,0,
124,1557036000000,165.07,165.36,159.18,161.1,182997.40552000003,1557122399999,29689044.784365103,82108,87193.62325,14149042.0110915,0,
125,1557122400000,161.17,182.76,157.55,177.45,736724.21244,1557208799999,128373022.0187537,203221,390776.93095000007,68013308.6975616,0,
126,1557208800000,177.49,179.85,164.8,171.24,562617.57553,1557295199999,97462548.7762699,171424,274912.61715,47646790.11713701,0,
127,1557295200000,171.24,173.88,168.23,170.59,275620.65638000006,1557381599999,47110783.8609135,103146,138177.10448,23617439.0119593,0,
128,1557381600000,170.65,175.97,166.57,175.02,367722.88192,1557467999999,62860617.5076002,132565,182979.03395,31270812.6593609,0,
