,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore
0,1577826000000,7176.51,7255.0,7171.01,7236.73,16510.06968,1577912399999,119161723.51851636,192192,8884.024338,64133043.46807726,0
1,1577912400000,7237.26,7242.75,6924.74,6948.49,31841.970245999997,1577998799999,225661677.43393365,300446,14918.193012000002,105702606.63904789,0
2,1577998800000,6948.16,7405.0,6871.04,7316.99,66055.418038,1578085199999,477091101.3180241,501165,34258.596322,247583247.96410286,0
3,1578085200000,7317.01,7404.0,7260.01,7341.06,32463.578994000003,1578171599999,237876610.47298586,298313,17738.695252,129999380.96986575,0
4,1578171600000,7340.9,7495.0,7328.9,7431.6,34340.61422,1578257999999,255422092.58502454,305472,17894.521136,133083616.60824892,0
5,1578258000000,7431.01,7622.0,7318.0,7551.25,46784.313234,1578344399999,350995901.73041534,390910,23473.488254,176142846.9843641,0
6,1578344400000,7551.24,8175.01,7547.56,8162.66,92697.778744,1578430799999,731211665.4305956,685651,48270.142118,380588530.7448611,0
7,1578430800000,8162.57,8455.0,7870.0,8046.03,116899.84443900001,1578517199999,961350383.7571819,865677,56660.771609999996,466333453.8039466,0
8,1578517200000,8046.42,8125.57,7778.0,7818.3,64332.486629000006,1578603599999,509777899.01540416,488432,32118.310255,254562289.705574,0
9,1578603600000,7819.97,8140.11,7672.0,8073.16,82929.26494,1578689999999,654817162.2024069,597983,42243.188978,333814940.2614653,0
10,1578690000000,8074.0,8253.26,7981.59,8161.81,50953.211294,1578776399999,413694351.32386744,453039,26385.982289,214249014.54308257,0
11,1578776400000,8161.81,8286.34,7960.0,8138.74,45966.063290000006,1578862799999,372680331.5005034,404025,23386.645925,189645139.99775958,0
12,1578862800000,8138.76,8196.0,8055.89,8156.84,31103.263274,1578949199999,252257873.81630507,290344,15180.456925999999,123158831.69824733,0
13,1578949200000,8155.79,8850.0,8101.0,8688.19,115368.47903399999,1579035599999,986309734.407438,856867,60087.283393000005,513746330.4129898,0
14,1579035600000,8688.18,8916.48,8564.0,8814.21,83979.648805,1579121999999,735963919.4639467,779333,42084.965035,368976444.52227277,0
15,1579122000000,8815.21,8876.4,8586.0,8744.0,56459.36761500001,1579208399999,491769717.5598788,566409,27957.312256999998,243547420.57139495,0
16,1579208400000,8742.94,9041.65,8672.0,8879.64,71126.220946,1579294799999,630573397.4742872,674518,36183.17415,320799091.04687786,0
17,1579294800000,8879.74,8988.88,8806.38,8907.58,39439.643467,1579381199999,351058517.16494095,463347,20230.828005,180115269.43226606,0
18,1579381200000,8907.58,9198.98,8524.2,8647.63,62442.944141,1579467599999,553633837.8813868,569786,29762.477158,264078239.4281261,0
19,1579467600000,8646.67,8758.84,8466.0,8676.07,45156.216902,1579553999999,390485142.3844408,424274,22645.512753000003,195858631.59100607,0
20,1579554000000,8676.08,8746.99,8488.0,8718.71,35338.656519,1579640399999,305604771.9684553,365968,17689.739321,153042422.98860997,0
21,1579640400000,8719.98,8818.0,8590.0,8666.32,33942.340491999996,1579726799999,295279139.0361496,347718,17049.790147,148364452.7158212,0
22,1579726800000,8666.3,8691.81,8306.39,8372.39,45284.57614,1579813199999,383649129.8431016,436774,21996.974476,186382996.3005745,0
23,1579813200000,8372.49,8528.02,8238.0,8486.63,42774.907402,1579899599999,358809835.89456946,421815,21988.921798,184497125.47804204,0
24,1579899600000,8486.63,8516.67,8254.9,8368.25,25543.000916,1579985999999,213320518.42724615,284157,12792.111905000002,106835248.24566019,0
25,1579986000000,8368.98,8618.0,8293.66,8568.23,31154.240096999998,1580072399999,263445741.9370354,323665,16128.706430999999,136397860.2535169,0
26,1580072400000,8569.83,8988.0,8535.0,8986.71,51059.20639399999,1580158799999,445923008.6577307,489484,26734.320720999996,233616074.67806482,0
