,opentime,open,high,low,close,volume,closetime,quote_asset_volume,num_of_trades,taker_by_base,taker_buy_quote,ignore
0,1646082000000,41908.08,41918.02,41500.56,41644.99,1373.7218500000001,1646085599999,57213271.9777226,47247,641.4812099999999,26715547.0307771,0
1,1646085600000,41645.0,44225.84,41628.99,43026.44,8825.95745,1646089199999,381587388.9429945,309998,5113.794440000001,220865394.89949214,0
2,1646089200000,43026.45,43346.92,42847.0,43160.0,4081.96888,1646092799999,176033765.9509837,110413,1944.7283699999998,83887150.9369404,0
3,1646092800000,43160.0,43750.0,43155.68,43560.0,3476.11347,1646096399999,150929685.99337098,92781,1884.9501,81846638.77186549,0
4,1646096400000,43560.01,43630.09,43222.22,43259.9,2309.88251,1646099999999,100143196.79126081,71876,1085.15298,47032081.38274331,0
5,1646100000000,43259.89,43292.6,42951.84,43160.01,2359.88603,1646103599999,101741821.68374869,65992,1172.8727999999999,50567304.8041845,0
6,1646103600000,43160.01,43180.0,42855.2,43147.71,1759.1836700000001,1646107199999,75727847.5181108,61242,962.8533199999999,41449785.3280158,0
7,1646107200000,43147.71,43400.0,43073.67,43336.26,1555.73855,1646110799999,67282098.5489597,49198,867.6663500000001,37524110.2051885,0
8,1646110800000,43336.26,43396.12,43145.6,43210.25,1017.16761,1646114399999,43980799.09004939,37587,422.1012199999999,18253124.554908,0
9,1646114400000,43210.26,43484.16,43040.15,43453.28,1605.44794,1646117999999,69495971.46253519,46727,833.6432900000001,36097571.83826059,0
10,1646118000000,43453.29,43562.35,43288.69,43492.96,1494.7697400000002,1646121599999,64939107.885106996,48131,726.6534999999999,31573785.0736076,0
11,1646121600000,43492.96,43716.69,43310.85,43492.24,2487.1732000000006,1646125199999,108184972.8672389,72770,1208.09888,52547506.88850679,0
12,1646125200000,43492.24,43500.85,43138.16,43258.34,1832.69788,1646128799999,79402238.19956289,61218,777.6379,33690242.1997907,0
13,1646128800000,43258.33,43584.0,42809.98,43578.87,2891.98414,1646132399999,125018829.91404629,76749,1365.4075399999997,59069845.27795889,0
14,1646132400000,43578.88,43887.0,43350.0,43609.96,2747.5513899999996,1646135999999,119761082.32262874,83704,1496.19752,65224222.2145107,0
15,1646136000000,43609.96,44689.8,43574.9,44640.38,6595.236100000001,1646139599999,291934611.30224454,177221,3538.89115,156578478.9571675,0
16,1646139600000,44641.01,44949.0,44416.04,44416.04,5516.180600000001,1646143199999,246325902.8708163,166082,2406.7634799999996,107472041.9110056,0
17,1646143200000,44416.05,44664.19,43717.57,43808.86,4661.3274,1646146799999,205981784.99075237,154671,2239.8081399999996,98992341.0618615,0
18,1646146800000,43808.86,44073.0,43350.0,43643.69,4286.14814,1646150399999,187345072.78414184,117726,2152.78141,94104427.51790988,0
19,1646150400000,43643.69,44078.65,43111.46,43385.53,3407.3132,1646153999999,148393858.4904134,102040,1667.11412,72632458.69473958,0
20,1646154000000,43385.54,43850.0,43240.23,43643.84,2322.2870999999996,1646157599999,101040076.31965648,74948,1348.1306099999997,58654440.1681657,0
21,1646157600000,43643.85,43881.6,43420.77,43803.01,1521.9033100000001,1646161199999,66447686.41337591,57943,774.0049700000001,33797852.0026404,0
22,1646161200000,43803.01,44063.22,43664.36,43719.49,1534.0413900000003,1646164799999,67250592.68017612,52070,766.63385,33607156.4015393,0
23,1646164800000,43719.49,44102.61,43684.16,44084.63,1701.66423,1646168399999,74734583.42465281,54884,840.42348,36912450.4477844,0
24,1646168400000,44084.63,44400.1,43731.54,43882.75,2075.01917,1646171999999,91332471.5862498,63100,1115.8174500000002,49129658.259766795,0
25,1646172000000,43882.76,44219.0,43758.33,44156.77,952.3833299999999,1646175599999,41929900.252627894,33977,427.66978,18825599.9552758,0
26,1646175600000,44156.77,44506.65,44057.49,44421.2,1631.9986299999998,1646179199999,72286830.30259302,44234,856.26701,37937339.091077,0
